Site,PTR40-0913,PTC70-0617,TTH47-20171120,TTY70-20170706,TTR83-1202,NTH71-0913,PTS52-0729,PD10_ZZM_TTC33-20170512,TTC1-20171208,TTC92-0729,TTR156-0913,TTR168-0913,TTR47-0617,TTR102-0913,NTC34-1010,PTH38-20171219,TTY31-0913,PTC20-20171120,TTY21-20170706,NTH11-20171219,TTY65-1011,TTH23-0616P,TTH102-20171120,TTC160-0617,PTR53-0616A,PTH23-0729,TTC21-20170706,PTR62-1011,TTC176-0617,TTY21-0616A,NTH-30-0617,TTR43-1010,NTC55-1202,PD10_ZZM_TTH4-0616A,PTR57-1010,NTS33-0729,TTR12-0617,TTH80-0913,TTR61-0617,PTR45-1011,PTC19-1010,TTC70-1202,PD10_ZZM_LNTC34-0512,TTC150-0616A,NTC15-0913,TTC267-1011,PTH66-0729,PD10_ZZM_TTC9-20170512,NTC81-0729,TTY42-20171120,PTC40-20171120,NTS-49-0617,NTC5-1010,TTR133-0616A,TTY91-1202,NTY56-1202,TTH149-0913,PTY2-20171120,PTH81-0913,TTR108-1010,TTC51-0913,PD10_ZZM_PTC68-20171208,NTH94-0729,PTC78-0913,PTS74-0729,TTH96-20171120,TTS56-0617,PTR108-0617,PTH6-20171120,PTC91-20171120,TTC145-0729,PTR56-0913,PTS25-0729,TTR20-0617,TTC30-20171219,PTC31-1010,TTR78-0617,PTC49-0913,TTC157-20171120,TTR48-1010,start,end
9_128627942_128630320,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_128627942,9_128630320
9_129137692_129142444,,,,,,12.0,,,,,,,,47.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,21.0,32.0,,,109.0,,,,,,,,,,,,28.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,9_129137692,9_129142444
9_129139649_129142444,,,,,,,,,,,,,,11.0,,,,,,,,,25.0,,,,,,,,,16.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,9_129139649,9_129142444
9_133109721_133110295,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,17.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_133109721,9_133110295
9_133109685_133110295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,14.0,,,,18.0,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_133109685,9_133110295
9_133350052_133350239,243.0,283.0,,16.0,46.0,105.0,119.0,115.0,145.0,23.0,431.0,117.0,13.0,99.0,,377.0,86.0,18.0,145.0,,32.0,257.0,92.0,337.0,173.0,41.0,51.0,319.0,146.0,134.0,53.0,245.0,94.0,172.0,305.0,,156.0,134.0,87.0,149.0,320.0,94.0,80.0,507.0,302.0,,,20.0,44.0,158.0,134.0,29.0,582.0,160.0,,,166.0,399.0,120.0,87.0,459.0,191.0,,185.0,65.0,,104.0,17.0,159.0,128.0,,,143.0,39.0,1142.0,107.0,22.0,419.0,,241.0,9_133350052,9_133350239
9_133350051_133350239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,9_133350051,9_133350239
9_136850560_136850754,,23.0,,,,37.0,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,9_136850560,9_136850754
9_136850137_136850754,,,,,,12.0,,,,21.0,,,,13.0,,,,,17.0,,,,12.0,,11.0,33.0,,,,,,26.0,,,,,,,,,36.0,,,,,,,20.0,,39.0,,,,,,,,,27.0,29.0,,,,,,,16.0,,,18.0,,,,,,,,,37.0,,9_136850137,9_136850754
9_136862345_136862905,141.0,,,43.0,,,,,,46.0,,11.0,,8.0,109.0,191.0,38.0,21.0,87.0,,,,,,,,,99.0,38.0,39.0,,151.0,8.0,91.0,15.0,,,83.0,38.0,19.0,74.0,41.0,,,,,12.0,,39.0,58.0,,11.0,,12.0,10.0,,99.0,,24.0,42.0,114.0,,40.0,,,,,,,38.0,,78.0,,64.0,,128.0,,,31.0,66.0,9_136862345,9_136862905
9_136862496_136862905,25.0,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,20.0,,,,,36.0,,,,,,,,,,28.0,,,,,,,,,,,,,,41.0,,36.0,,,,,,,,,,,,,,,,,9_136862496,9_136862905
9_136992700_136992924,,,,,,,,,24.0,,22.0,,,,24.0,3.0,,,,,,,,35.0,,,,,,,,,,37.0,40.0,,,,,4.0,,,,,,,,,,,,,15.0,,,,,,20.0,80.0,,38.0,26.0,,,19.0,,,,,,,19.0,,,,14.0,,,,9_136992700,9_136992924
9_136992704_136992924,,,,,,,,,,,,17.0,,,25.0,93.0,,,,,28.0,,,,46.0,,,,,,,,,,,,,,,18.0,,,,12.0,,,,,,,,,,,,,,,,,,26.0,,13.0,,,,,,,,,,,,,,,,,9_136992704,9_136992924
9_137114378_137114462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_137114378,9_137114462
9_137114382_137114462,,,,11.0,75.0,,,,,,,18.0,15.0,52.0,23.0,104.0,,,42.0,74.0,16.0,,23.0,,29.0,,,31.0,,,,,11.0,63.0,,,,,,19.0,37.0,,,13.0,79.0,100.0,,,,,60.0,,,,36.0,,,,15.0,69.0,,27.0,,,,20.0,,,,,,18.0,,,,49.0,16.0,45.0,,32.0,9_137114382,9_137114462
9_137574846_137575708,,,,,,,,,,,,,110.0,,,,,,,,15.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9_137574846,9_137575708
9_137574843_137575708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_137574843,9_137575708
9_137576402_137577469,,,,,,,,,,,,,96.0,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,9_137576402,9_137577469
9_137576167_137577469,,,,,,,,,,,,,,,,,,,,,14.0,,36.0,,,,,,,,,,12.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,11.0,13.0,,,,,,,,,,,,,,,,9_137576167,9_137577469
9_15510326_15510816,,,,,,17.0,23.0,,,,,,,21.0,,,,,,,,,,29.0,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,9_15510326,9_15510816
9_15510329_15510816,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,18.0,,,13.0,,,,,,,10.0,,,,,10.0,,,,,,,,,,,,9_15510329,9_15510816
9_175784_178815,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,66.0,9_175784,9_178815
9_177820_178815,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_177820,9_178815
9_19376651_19378367,246.0,288.0,1018.0,109.0,205.0,33.0,170.0,143.0,67.0,25.0,687.0,173.0,40.0,283.0,328.0,696.0,219.0,134.0,177.0,357.0,240.0,980.0,371.0,285.0,990.0,271.0,177.0,656.0,157.0,215.0,139.0,311.0,76.0,1175.0,336.0,82.0,131.0,73.0,236.0,302.0,229.0,109.0,16.0,384.0,350.0,124.0,101.0,36.0,83.0,192.0,271.0,63.0,63.0,322.0,85.0,31.0,861.0,462.0,690.0,196.0,455.0,370.0,144.0,865.0,96.0,134.0,9.0,43.0,597.0,175.0,112.0,201.0,549.0,340.0,,161.0,40.0,689.0,59.0,172.0,9_19376651,9_19378367
9_19200582_19378367,11.0,16.0,20.0,2.0,9.0,,6.0,1.0,1.0,8.0,12.0,2.0,3.0,5.0,3.0,22.0,5.0,4.0,6.0,11.0,3.0,19.0,6.0,26.0,24.0,23.0,7.0,12.0,10.0,6.0,17.0,4.0,16.0,37.0,8.0,3.0,9.0,1.0,29.0,5.0,5.0,1.0,,13.0,6.0,3.0,3.0,,3.0,1.0,5.0,9.0,3.0,8.0,4.0,3.0,29.0,9.0,20.0,1.0,7.0,5.0,6.0,9.0,15.0,4.0,1.0,,16.0,9.0,9.0,3.0,47.0,25.0,,3.0,3.0,26.0,1.0,7.0,9_19200582,9_19378367
9_19378514_19378707,377.0,318.0,1465.0,152.0,235.0,57.0,230.0,180.0,94.0,47.0,940.0,268.0,,399.0,433.0,1010.0,288.0,195.0,191.0,579.0,291.0,1073.0,432.0,331.0,1236.0,355.0,230.0,781.0,173.0,319.0,188.0,334.0,116.0,1372.0,438.0,77.0,115.0,102.0,287.0,390.0,281.0,134.0,39.0,509.0,473.0,143.0,92.0,41.0,123.0,225.0,379.0,63.0,110.0,375.0,101.0,29.0,1303.0,636.0,894.0,178.0,520.0,437.0,143.0,1041.0,131.0,183.0,13.0,46.0,635.0,248.0,137.0,245.0,607.0,373.0,,235.0,39.0,789.0,68.0,298.0,9_19378514,9_19378707
9_19200697_19378707,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,3.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,9_19200697,9_19378707
9_19378517_19378708,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_19378517,9_19378708
9_19378516_19378708,18.0,,,,,,,,,,,,41.0,,,,,,,,15.0,,,,10.0,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,9_19378516,9_19378708
9_19378918_19379486,378.0,412.0,1087.0,89.0,246.0,47.0,235.0,108.0,70.0,79.0,662.0,197.0,41.0,358.0,401.0,865.0,206.0,137.0,146.0,505.0,250.0,1048.0,277.0,343.0,990.0,298.0,200.0,614.0,215.0,223.0,145.0,263.0,91.0,1172.0,393.0,96.0,195.0,45.0,310.0,233.0,229.0,141.0,24.0,427.0,402.0,84.0,137.0,24.0,119.0,147.0,284.0,84.0,72.0,275.0,90.0,38.0,1011.0,487.0,722.0,159.0,465.0,341.0,189.0,771.0,150.0,97.0,22.0,64.0,507.0,150.0,145.0,200.0,881.0,444.0,,232.0,33.0,575.0,59.0,240.0,9_19378918,9_19379486
9_19200908_19379486,,,5.0,,,,1.0,,,,7.0,,,1.0,,,,,,,,,,,,8.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,9_19200908,9_19379486
9_2015404_2028986,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,9_2015404,9_2028986
9_2017799_2028986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,10.0,,,,,,,,,,,,,,,,,9_2017799,9_2028986
9_273100_286460,,,,,,,,,12.0,,,,,,,,,,,,,,,11.0,,,9.0,,,,,,,,12.0,,18.0,,,,15.0,12.0,,,,,,,,7.0,,,,13.0,,,,18.0,,19.0,47.0,,,,,10.0,,25.0,,,,3.0,,,16.0,,,,,,9_273100,9_286460
9_271729_286460,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_271729,9_286460
9_280905_286460,,,,,,,,,58.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_280905,9_286460
9_277086_286460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,9_277086,9_286460
9_32988129_32989758,,,,,,,,,,,74.0,,,,,,,,,,,,,,45.0,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,13.0,16.0,9_32988129,9_32989758
9_32988124_32989758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,9_32988124,9_32989758
9_3301620_3330258,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_3301620,9_3330258
9_3293258_3330258,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_3293258,9_3330258
9_35659180_35660400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_35659180,9_35660400
9_35658727_35660400,35.0,,,,,,,,,,,33.0,,81.0,27.0,,,,,,50.0,,42.0,,,,,,,,,,,,,10.0,,171.0,,,,,,85.0,36.0,,,,,,,,35.0,,,,,,,48.0,,,,,,,,,,34.0,,,,,,71.0,,56.0,63.0,85.0,9_35658727,9_35660400
9_37422833_37424844,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,28.0,,,,,,,,,,,,14.0,,,,,36.0,,,,,,,,10.0,9_37422833,9_37424844
9_37422805_37424844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,9_37422805,9_37424844
9_40992479_40993252,61.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,65.0,,41.0,,,,,,,,,,,,,,,9_40992479,9_40993252
9_40992775_40993252,2.0,,,,,,,,,,,43.0,,,,,,,,,,,53.0,,,,20.0,,,,,,,,,,,,,,58.0,,,,,,,,,,,,49.0,,,,,,,,,,,28.0,21.0,,,,,,,,,24.0,756.0,,,,,,9_40992775,9_40993252
9_40993434_40994632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,28.0,,,,,,,,,,,,,,,,,,,,,,,61.0,27.0,67.0,,,,,,,,20.0,423.0,,,,,,9_40993434,9_40994632
9_40992775_40994632,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,9_40992775,9_40994632
9_72360787_72364695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,69.0,,,31.0,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_72360787,9_72364695
9_72363606_72364695,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,23.0,,,,,,,,,9_72363606,9_72364695
9_73151924_73158521,,,,,,39.0,,70.0,,24.0,,,,,143.0,,23.0,,,,,,58.0,51.0,105.0,,,,166.0,,7.0,,,64.0,51.0,22.0,25.0,21.0,16.0,20.0,47.0,,40.0,,58.0,,66.0,33.0,51.0,,58.0,,118.0,10.0,,60.0,,119.0,,,52.0,,100.0,24.0,14.0,27.0,,29.0,58.0,46.0,42.0,26.0,,,,,22.0,49.0,52.0,,9_73151924,9_73158521
9_73154581_73158521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,9_73154581,9_73158521
9_75077580_75083086,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,20.0,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_75077580,9_75083086
9_75080941_75083086,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_75080941,9_75083086
9_83969380_83970161,35.0,,8.0,,,,,,,,76.0,17.0,,,,,,,,,38.0,51.0,,,26.0,,,,,10.0,,,,,6.0,,,,,28.0,,,,,,,,33.0,,,,5.0,,92.0,125.0,,89.0,,,,,,,1.0,,,,,10.0,22.0,,31.0,,12.0,,,,,37.0,13.0,9_83969380,9_83970161
9_83969440_83970161,26.0,,23.0,,,,14.0,,35.0,,,,,,55.0,,,67.0,37.0,,34.0,,20.0,149.0,,,,32.0,47.0,32.0,,45.0,53.0,148.0,39.0,,37.0,97.0,44.0,,,,,99.0,85.0,,,,,,,35.0,,39.0,63.0,78.0,2.0,,15.0,66.0,,,,43.0,,,,,35.0,,,61.0,,20.0,,22.0,28.0,10.0,,52.0,9_83969440,9_83970161
9_83973973_83974516,113.0,,43.0,,,,19.0,,30.0,,60.0,35.0,,,,,,70.0,25.0,,57.0,89.0,15.0,142.0,,,,46.0,44.0,33.0,,46.0,68.0,237.0,54.0,,18.0,46.0,,36.0,,,,135.0,111.0,,,90.0,,,,49.0,,,215.0,72.0,121.0,,23.0,86.0,,,,32.0,,,11.0,,77.0,37.0,,111.0,,22.0,,28.0,30.0,58.0,77.0,106.0,9_83973973,9_83974516
9_83973399_83974516,,,,,,,,,,,1.0,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,34.0,,,,,,36.0,,,,,,,,,,,,,,19.0,,,,,,,9_83973399,9_83974516
9_89405699_89455887,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,9_89405699,9_89455887
9_89418437_89455887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,9_89418437,9_89455887
9_89418118_89455887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_89418118,9_89455887
9_92321746_92323440,,,139.0,,,,,,,,,,,,,,,,,,59.0,,,,,,,47.0,,,,,,118.0,58.0,,,,,,,28.0,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,9_92321746,9_92323440
9_92323351_92323440,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,46.0,,,,,,64.0,,,,,,,,,,,9_92323351,9_92323440
9_93058830_93075783,18.0,,,62.0,,,47.0,,,,,,,,,,,,,,46.0,,,,,,,,,,,19.0,,,,,15.0,,,,,,,,,,,93.0,,,,,,,,,,,,,36.0,,,,,,10.0,,,,,24.0,,,,,,,,,9_93058830,9_93075783
9_93069148_93075783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_93069148,9_93075783
9_93107827_93110567,,,,,,66.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,13.0,24.0,,22.0,,,,,,,,,,,,,,58.0,,,,,,,,,61.0,,,9_93107827,9_93110567
9_93107816_93110567,37.0,,,,,,,,,,,,,,,,78.0,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_93107816,9_93110567
9_93110721_93112217,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_93110721,9_93112217
9_93111938_93112217,,,,,,30.0,,,,,,,,,,,40.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,27.0,,,,,,45.0,,,,,,,,,45.0,,,9_93111938,9_93112217
9_93448489_93450478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,9_93448489,9_93450478
9_93447697_93450478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,100.0,,,,,,,,,,,,,9_93447697,9_93450478
9_97641662_97643203,,,,,,35.0,,,,,,,,,,,,45.0,,,,,,,139.0,,,,,,,,,,,,,44.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,9_97641662,9_97643203
9_97641691_97643203,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_97641691,9_97643203
9_97916338_97922417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_97916338,9_97922417
9_97913558_97922417,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_97913558,9_97922417
KI270733.1_169021_170937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,3.0,,,,,,KI270733.1_169021,KI270733.1_170937
KI270733.1_123936_170937,,,,,,,,,,,,,,,,17.0,,,,,,15.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,KI270733.1_123936,KI270733.1_170937
MT_6583_7398,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,12.0,,,,,,,,MT_6583,MT_7398
MT_6844_7398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT_6844,MT_7398
X_101408319_101411935,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,34.0,,,,,,31.0,,15.0,,,,,,,,,,,,,,,,,,,,,34.0,,,42.0,,,,,14.0,,,,,,,,,,,,,,27.0,X_101408319,X_101411935
X_101408307_101411935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,12.0,,,,,,,X_101408307,X_101411935
X_103254677_103255077,12.0,,119.0,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,45.0,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,X_103254677,X_103255077
X_103254017_103255077,,,,42.0,,,,,,,,,,,,,,,,,34.0,,,,,,,,12.0,,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,3.0,X_103254017,X_103255077
X_103678600_103685170,49.0,,,,,,,,,,,,,,,,,,,,34.0,,,45.0,,,,,,,,,,67.0,,,,,,,39.0,,,,,69.0,,,,,,,,,,,,40.0,,,,,,,,35.0,,,,,,,,,,,,,,,X_103678600,X_103685170
X_103684729_103685170,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,X_103684729,X_103685170
X_111681424_111682131,,,,,,,,,,13.0,,,,,,,,,,,,81.0,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X_111681424,X_111682131
X_111681299_111682131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,32.0,,,,,,,,,26.0,,,,,,,,,,,,,22.0,,,,,,,10.0,X_111681299,X_111682131
X_11760309_11760402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X_11760309,X_11760402
X_11759875_11760402,,,,,,,,,,,,,,,,,23.0,,,,,,,,72.0,,,,,,,,,,,,,,,20.0,,,,,,,63.0,,,,,,,46.0,,,,,,,20.0,,,,16.0,,,,,,,,,,,,,45.0,,13.0,X_11759875,X_11760402
X_119620051_119625334,4.0,,,,,,,,,,35.0,,,,12.0,,,,,,42.0,,,,55.0,,,,,,,,,32.0,10.0,,,,,15.0,,14.0,,,,31.0,,,,,,,,,,11.0,,,,13.0,,,,,,,10.0,,,,12.0,,,,,,,,,,X_119620051,X_119625334
X_119618786_119625334,19.0,37.0,,,,,,,,,,,,,,,,,,,68.0,,,,,,,49.0,,,,,,,40.0,,,,,49.0,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,X_119618786,X_119625334
X_119637195_119640691,21.0,99.0,,,50.0,,,,,,80.0,,,,113.0,,,96.0,,,141.0,,93.0,150.0,51.0,,66.0,57.0,,,,18.0,,157.0,53.0,,47.0,77.0,,73.0,13.0,20.0,,,22.0,46.0,,,,,,,,,23.0,22.0,35.0,,22.0,63.0,17.0,,,,,74.0,26.0,,59.0,64.0,,,,,,73.0,,247.0,,165.0,X_119637195,X_119640691
X_119633492_119640691,,,,,32.0,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,53.0,,,,,,7.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,X_119633492,X_119640691
X_120439293_120441729,,,,,22.0,,,,,,,,,,,,,,,,82.0,,,,24.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,X_120439293,X_120441729
X_120431462_120441729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,26.0,,,,,,51.0,,73.0,51.0,X_120431462,X_120441729
X_123960866_124022530,12.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,X_123960866,X_124022530
X_124021431_124022530,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,X_124021431,X_124022530
X_136640840_136642102,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,17.0,,,,,,,,,,,,,,X_136640840,X_136642102
